time, x, xd
8.530000, 1.035214, 1.198313
8.541000, 1.047852, 1.089633
8.552000, 1.059295, 0.980953
8.563000, 1.069542, 0.872273
8.574000, 1.078593, 0.763593
8.585000, 1.086449, 0.654913
8.596000, 1.093110, 0.546233
8.607000, 1.098575, 0.437553
8.618000, 1.102845, 0.328873
8.629000, 1.105919, 0.220193
8.640000, 1.107798, 0.111513
8.651000, 1.108481, 0.002833
8.662000, 1.107969, -0.105847
8.673000, 1.106261, -0.214527
8.684000, 1.103358, -0.323207
8.695000, 1.099259, -0.431887
8.706000, 1.093965, -0.540567
8.717000, 1.087475, -0.649247
8.728000, 1.079790, -0.757927
8.739000, 1.070910, -0.866607
8.750000, 1.060834, -0.975287
8.761000, 1.049562, -1.083967
8.772000, 1.037095, -1.192647
8.783000, 1.023432, -1.301327
8.794000, 1.008574, -1.410007
8.805000, 0.992521, -1.518687
8.816000, 0.975272, -1.627367
8.827000, 0.956828, -1.736047
8.838000, 0.937188, -1.844727
8.849000, 0.916352, -1.953407
8.860000, 0.894321, -2.062087
8.871000, 0.871095, -2.170767
8.882000, 0.846673, -2.279447
8.893000, 0.821056, -2.388127
8.904000, 0.794243, -2.496807
8.915000, 0.766235, -2.605487
8.926000, 0.737031, -2.714167
8.937000, 0.706632, -2.822847
8.948000, 0.675037, -2.931527
8.959000, 0.642247, -3.040207
8.970000, 0.608261, -3.148887
8.981000, 0.573080, -3.257567
8.992000, 0.536703, -3.366247
9.003000, 0.499131, -3.474927
9.014000, 0.460364, -3.583607
9.025000, 0.420401, -3.692287
9.036000, 0.379242, -3.800967
9.047000, 0.336888, -3.909647
9.058000, 0.293338, -4.018327
9.069000, 0.248593, -4.127007
9.080000, 0.202653, -4.235687
9.091000, 0.155517, -4.344367
9.102000, 0.107186, -4.453047
9.113000, 0.057659, -4.561727
9.124000, 0.006936, -4.670407
9.135000, 0.035828, 3.663214
9.146000, 0.075580, 3.554534
9.157000, 0.114136, 3.445854
9.168000, 0.151497, 3.337174
9.179000, 0.187663, 3.228494
9.190000, 0.222633, 3.119814
9.201000, 0.256407, 3.011134
9.212000, 0.288987, 2.902454
9.223000, 0.320370, 2.793774
9.234000, 0.350558, 2.685094
9.245000, 0.379551, 2.576414
9.256000, 0.407348, 2.467734
9.267000, 0.433950, 2.359054
9.278000, 0.459356, 2.250374
9.289000, 0.483567, 2.141694
9.300000, 0.506582, 2.033014
9.311000, 0.528402, 1.924334
9.322000, 0.549026, 1.815654
9.333000, 0.568455, 1.706974
9.344000, 0.586688, 1.598294
9.355000, 0.603726, 1.489614
9.366000, 0.619568, 1.380934
9.377000, 0.634215, 1.272254
9.388000, 0.647666, 1.163574
9.399000, 0.659922, 1.054894
9.410000, 0.670983, 0.946214
9.421000, 0.680848, 0.837534
9.432000, 0.689517, 0.728854
9.443000, 0.696991, 0.620174
9.454000, 0.703270, 0.511494
9.465000, 0.708353, 0.402814
9.476000, 0.712240, 0.294134
9.487000, 0.714932, 0.185454
9.498000, 0.716429, 0.076774
9.509000, 0.716730, -0.031906
9.520000, 0.715836, -0.140586
9.531000, 0.713746, -0.249266
9.542000, 0.710460, -0.357946
9.553000, 0.705980, -0.466626
9.564000, 0.700303, -0.575306
9.575000, 0.693432, -0.683986
9.586000, 0.685364, -0.792666
9.597000, 0.676102, -0.901346
9.608000, 0.665643, -1.010026
9.619000, 0.653990, -1.118706
9.630000, 0.641141, -1.227386
9.641000, 0.627096, -1.336066
9.652000, 0.611856, -1.444746
9.663000, 0.595420, -1.553426
9.674000, 0.577789, -1.662106
9.685000, 0.558963, -1.770786
9.696000, 0.538940, -1.879466
9.707000, 0.517723, -1.988146
9.718000, 0.495310, -2.096826
9.729000, 0.471701, -2.205506
9.740000, 0.446897, -2.314186
9.751000, 0.420898, -2.422866
9.762000, 0.393703, -2.531546
9.773000, 0.365313, -2.640226
9.784000, 0.335727, -2.748906
9.795000, 0.304945, -2.857586
9.806000, 0.272969, -2.966266
9.817000, 0.239796, -3.074946
9.828000, 0.205428, -3.183626
9.839000, 0.169865, -3.292306
9.850000, 0.133106, -3.400986
9.861000, 0.095152, -3.509666
9.872000, 0.056002, -3.618346
9.883000, 0.015657, -3.727026
9.894000, 0.021055, 2.961861
9.905000, 0.053092, 2.853181
9.916000, 0.083934, 2.744501
9.927000, 0.113580, 2.635821
9.938000, 0.142031, 2.527141
9.949000, 0.169286, 2.418461
9.960000, 0.195346, 2.309781
9.971000, 0.220210, 2.201101
9.982000, 0.243879, 2.092421
9.993000, 0.266352, 1.983741
